Time,Result,Source_Label,Original_File,Delta_T,Rolling_Mean_3,Rolling_Std_3,Lag_Delta_1,Lag_Delta_2,Is_Defect,Lag_Defect_1
5942.777937408618,OK,1,protocol1,119.31186459891978,71.87610148610808,45.83559031897456,27.82874321932468,68.48769664007978,0,0.0
5949.428710419002,OK,0,protocol1,6.650773010384,51.26379360954282,59.87513323220384,119.31186459891978,27.82874321932468,0,0.0
6064.768084664091,OK,1,protocol1,115.33937424508895,80.43400395146425,63.92901568131177,6.650773010384,119.31186459891978,0,0.0
6066.620721852139,OK,0,protocol1,1.8526371880479928,41.280928147840314,64.18134935942611,115.33937424508895,6.650773010384,0,0.0
6186.479899272829,OK,1,protocol1,119.85917742069068,79.01706295127588,66.86455419512701,1.8526371880479928,115.33937424508895,0,0.0
6239.225750485483,OK,0,protocol1,52.74585121265409,58.15255527379759,59.18876769306124,119.85917742069068,1.8526371880479928,0,0.0
6319.499065956881,OK,1,protocol1,80.27331547139784,84.29278136824753,33.736726549096886,52.74585121265409,119.85917742069068,0,0.0
6419.972189581534,OK,0,protocol1,100.47312362465254,77.83076343623482,23.957205143873484,80.27331547139784,52.74585121265409,0,0.0
6436.754272720754,OK,1,protocol1,16.78208313922005,65.84284074509014,43.67180457690671,100.47312362465254,80.27331547139784,0,0.0
6530.703091173049,OK,1,protocol1,93.9488184522952,70.40134173872259,46.55008387818178,16.78208313922005,100.47312362465254,0,0.0
6573.873396218196,D,0,protocol1,43.17030504514696,51.30040221222074,39.220531863796744,93.9488184522952,16.78208313922005,1,0.0
6678.64507726082,OK,1,protocol1,104.77168104262364,80.63026818002193,32.88951530825483,43.17030504514696,93.9488184522952,0,1.0
6688.070174616926,OK,0,protocol1,9.425097356106562,52.45569448129239,48.34673306344662,104.77168104262364,43.17030504514696,0,0.0
6788.771128570254,OK,1,protocol1,100.70095395332828,71.63257745068616,53.91169297607913,9.425097356106562,104.77168104262364,0,0.0
6847.021105227325,OK,0,protocol1,58.249976657070874,56.1253426555019,45.675004670165215,100.70095395332828,9.425097356106562,0,0.0
6875.581440230983,OK,1,protocol1,28.56033500365811,62.50375520468575,36.25793981405301,58.249976657070874,100.70095395332828,0,0.0
7022.88832214643,OK,1,protocol1,147.30688191544687,78.03906452539195,61.79718116438252,28.56033500365811,58.249976657070874,0,0.0
7023.825917545487,OK,0,protocol1,0.9375953990565904,58.93493743938719,77.76859497043608,147.30688191544687,28.56033500365811,0,0.0
7149.593112219079,OK,1,protocol1,125.7671946735918,91.33722399603175,79.02568677001501,0.9375953990565904,147.30688191544687,0,0.0
7161.252376338664,OK,0,protocol1,11.659264119585714,46.12135139741137,69.183334759309,125.7671946735918,0.9375953990565904,0,0.0
7276.443028126892,OK,1,protocol1,115.19065178822802,84.20570352713519,63.04922852728987,11.659264119585714,125.7671946735918,0,0.0
7308.833856289255,D,0,protocol1,32.390828162362595,53.08024802339211,54.77888396807795,115.19065178822802,11.659264119585714,1,0.0
7426.574311329556,OK,1,protocol1,117.74045504030073,88.44064499696378,48.55730480113504,32.390828162362595,115.19065178822802,0,1.0
7516.047854378323,D,0,protocol1,89.47354304876717,79.8682754171435,43.47798956664345,117.74045504030073,32.390828162362595,1,0.0
7518.492765696067,OK,1,protocol1,2.4449113177442996,69.88630313560407,60.09168475031999,89.47354304876717,117.74045504030073,0,1.0
7639.291090223667,OK,1,protocol1,120.79832452760002,70.90559296470383,61.32258297192737,2.4449113177442996,89.47354304876717,0,0.0
7692.837510279433,OK,0,protocol1,53.54642005576625,58.92988530037019,59.360078151360355,120.79832452760002,2.4449113177442996,0,0.0
7767.051998051304,OK,1,protocol1,74.21448777187015,82.85307745174548,34.448128940700165,53.54642005576625,120.79832452760002,0,0.0
7837.159399944372,OK,0,protocol1,70.10740189306853,65.95610324023498,10.94153627961496,74.21448777187015,53.54642005576625,0,0.0
7874.182870098743,OK,1,protocol1,37.02347015437044,60.44845327310304,20.39030196413594,70.10740189306853,74.21448777187015,0,0.0
7980.17441338322,OK,1,protocol1,105.9915432844773,71.04080511063876,34.49350966478872,37.02347015437044,70.10740189306853,0,0.0
8000.287785999339,OK,0,protocol1,20.113372616118795,54.37612868498885,45.49286886860525,105.9915432844773,37.02347015437044,0,0.0
8094.4676497041155,OK,1,protocol1,94.17986370477684,73.42825986845764,46.548220649887185,20.113372616118795,105.9915432844773,0,0.0
8176.928681169731,OK,0,protocol1,82.46103146561563,65.58475592883708,39.812909747235516,94.17986370477684,20.113372616118795,0,0.0
8207.010106766806,OK,1,protocol1,30.081425597074485,68.90744025582232,34.13103159843517,82.46103146561563,94.17986370477684,0,0.0
8282.733059946897,OK,0,protocol1,75.72295318009128,62.7551367475938,28.49612210470302,30.081425597074485,82.46103146561563,0,0.0
8331.15203756707,OK,1,protocol1,48.41897762017288,51.40778546577955,22.967084910394973,75.72295318009128,30.081425597074485,0,0.0
8393.49490731123,OK,0,protocol1,62.34286974415954,62.16160018147457,13.652890328971557,48.41897762017288,75.72295318009128,0,0.0
8470.344874917244,OK,1,protocol1,76.84996760601462,62.537271656782345,14.216491901010057,62.34286974415954,48.41897762017288,0,0.0
8514.53557545386,D,0,protocol1,44.19070053661562,61.12784596226326,16.36350034285193,76.84996760601462,62.34286974415954,1,0.0
8581.037707635463,OK,1,protocol1,66.50213218160388,62.514266774744705,16.690842826382468,44.19070053661562,76.84996760601462,0,1.0
8672.528174934305,OK,0,protocol1,91.4904672988414,67.3944333390203,23.662504832685986,66.50213218160388,44.19070053661562,0,0.0
8710.24440674106,OK,1,protocol1,37.71623180675488,65.23627709573339,26.909457306185406,91.4904672988414,66.50213218160388,0,0.0
8797.054165149795,OK,0,protocol1,86.80975840873543,72.00548583811057,29.78744644054966,37.71623180675488,91.4904672988414,0,0.0
8870.767648009116,OK,1,protocol1,73.71348285932072,66.07982435827034,25.421411155516918,86.80975840873543,37.71623180675488,0,0.0
8975.783838463534,OK,0,protocol1,105.01619045441839,88.51314390749151,15.720719363759445,73.71348285932072,86.80975840873543,0,0.0
8983.63708480143,OK,1,protocol1,7.853246337896053,62.19430655054506,49.59514083528857,105.01619045441839,73.71348285932072,0,0.0
9102.242095586314,OK,1,protocol1,118.60501078488414,77.15814919239953,60.40315537492679,7.853246337896053,105.01619045441839,0,0.0
9117.391026416057,OK,0,protocol1,15.148930829742312,47.20239598417417,61.943981171176496,118.60501078488414,7.853246337896053,0,0.0
9229.75860670864,OK,1,protocol1,112.36758029258272,82.04050730240306,58.01369353036353,15.148930829742312,118.60501078488414,0,0.0
9262.30619480512,OK,0,protocol1,32.54758809648047,53.354699739601834,51.84176281765165,112.36758029258272,15.148930829742312,0,0.0
9339.388490416868,D,1,protocol1,77.08229561174812,73.9991546669371,39.999213831157206,32.54758809648047,112.36758029258272,1,0.0
9382.260999842878,D,0,protocol1,42.872509426009856,50.83413104474615,23.310418431841963,77.08229561174812,32.54758809648047,1,1.0
9453.74899218164,OK,1,protocol1,71.48799233876161,63.814265792173195,18.3505293398405,42.872509426009856,77.08229561174812,0,1.0
9541.836710764208,OK,0,protocol1,88.08771858256841,67.48274011577996,22.8721515996006,71.48799233876161,42.872509426009856,0,0.0
9588.0603658006,OK,1,protocol1,46.2236550363923,68.5997886525741,21.08094505825704,88.08771858256841,71.48799233876161,0,0.0
9685.770524273856,OK,1,protocol1,97.71015847325543,77.34051069740538,27.374109429052062,46.2236550363923,88.08771858256841,0,0.0
9717.887113841784,OK,0,protocol1,32.116589567927804,58.68346769252518,34.52628374157781,97.71015847325543,46.2236550363923,0,0.0
9802.32973470352,OK,1,protocol1,84.44262086173694,71.42312296764005,34.68082416113103,32.116589567927804,97.71015847325543,0,0.0
9875.308343647685,OK,0,protocol1,72.97860894416408,63.17927312460961,27.504974543134534,84.44262086173694,32.116589567927804,0,0.0
9897.935480083726,OK,1,protocol1,22.627136436041837,60.01612208064762,32.88324920017742,72.97860894416408,84.44262086173694,0,0.0
9996.698258713286,OK,1,protocol1,98.76277862955976,64.78950800325522,38.7227973385207,22.627136436041837,72.97860894416408,0,0.0
108.48326609161022,OK,1,protocol2,108.48326609161022,108.48326609161022,0.0,0.0,0.0,0,0.0
193.120964680824,OK,0,protocol2,84.63769858921377,96.560482340412,16.861362482186095,108.48326609161022,0.0,0,0.0
223.3945930138432,OK,1,protocol2,30.273628333019218,74.46486433794773,40.08493204572392,84.63769858921377,108.48326609161022,0,0.0
354.9613482456728,OK,1,protocol2,131.5667552318296,82.15936071802086,50.69202114916575,30.273628333019218,84.63769858921377,0,0.0
361.9257118925095,OK,0,protocol2,6.964363646836716,56.26824907056186,66.24371085349527,131.5667552318296,30.273628333019218,0,0.0
458.4547054598805,OK,1,protocol2,96.52899356737095,78.35337081534577,64.2588822186702,6.964363646836716,131.5667552318296,0,0.0
492.0925507101175,OK,0,protocol2,33.637845250237035,45.710400821481564,45.98658153979436,96.52899356737095,6.964363646836716,0,0.0
599.5317818660583,OK,1,protocol2,107.43923115594077,79.20202332451625,39.83502307954936,33.637845250237035,96.52899356737095,0,0.0
619.8703382141009,OK,0,protocol2,20.33855634804263,53.80521091807348,46.9219976821424,107.43923115594077,33.637845250237035,0,0.0
765.2800848355336,OK,1,protocol2,145.40974662143265,91.06251137513868,64.12369587122079,20.33855634804263,107.43923115594077,0,0.0
780.1345438004721,D,0,protocol2,14.854458964938544,60.200920644804604,73.84393576498549,145.40974662143265,20.33855634804263,1,0.0
899.8149501973043,OK,1,protocol2,119.68040639683215,93.31487066106779,69.15581602253624,14.854458964938544,145.40974662143265,0,1.0
949.5863807081192,OK,0,protocol2,49.77143051081498,61.43543195752856,53.377490677815054,119.68040639683215,14.854458964938544,0,0.0
1021.1145470018994,OK,1,protocol2,71.52816629378015,80.32666773380909,35.775360907342034,49.77143051081498,119.68040639683215,0,0.0
1062.612431254731,OK,0,protocol2,41.49788425283168,54.26582701914227,15.511420303933367,71.52816629378015,49.77143051081498,0,0.0
1138.1687881626858,OK,1,protocol2,75.55635690795475,62.860802484855526,18.610139345183146,41.49788425283168,71.52816629378015,0,0.0
1207.6333778546773,OK,0,protocol2,69.46458969199148,62.17294361759264,18.16235025418416,75.55635690795475,41.49788425283168,0,0.0
1274.3777889988432,OK,1,protocol2,66.74441114416595,70.58845258137073,4.512194353258956,69.46458969199148,75.55635690795475,0,0.0
1408.215381534627,OK,0,protocol2,133.83759253578387,90.01553112398044,37.9753820601968,66.74441114416595,69.46458969199148,0,0.0
1416.229635464818,OK,1,protocol2,8.01425393019099,69.53208587004694,62.95797393696375,133.83759253578387,66.74441114416595,0,0.0
1537.6507113077987,OK,1,protocol2,121.4210758429806,87.75764076965181,69.33828870232223,8.01425393019099,133.83759253578387,0,0.0
1549.3033236365006,OK,0,protocol2,11.652612328701935,47.02931403395784,64.450834608613,121.4210758429806,8.01425393019099,0,0.0
1655.3077577113263,OK,1,protocol2,106.00443407482567,79.69270741550274,59.426501793539686,11.652612328701935,121.4210758429806,0,0.0
1673.0563786261207,OK,0,protocol2,17.7486209147944,45.13522243944067,52.80232972138062,106.00443407482567,11.652612328701935,0,0.0
1785.773179483106,OK,1,protocol2,112.7168008569854,78.82328528220182,52.99858429852782,17.7486209147944,106.00443407482567,0,0.0
1800.454070802987,OK,0,protocol2,14.680891319880857,48.38210436388689,55.736591399736724,112.7168008569854,17.7486209147944,0,0.0
1900.3768303177533,OK,1,protocol2,99.92275951476631,75.77348389721085,53.293062628557294,14.680891319880857,112.7168008569854,0,0.0
1913.5540161757176,OK,0,protocol2,13.177185857964332,42.5936122308705,49.654190445047185,99.92275951476631,14.680891319880857,0,0.0
2026.831328416748,OK,1,protocol2,113.27731224103036,75.45908587125366,54.34944637784886,13.177185857964332,99.92275951476631,0,0.0
2083.374190864293,OK,0,protocol2,56.54286244754485,60.999120182179844,50.19863046164276,113.27731224103036,13.177185857964332,0,0.0
2143.326550653123,D,1,protocol2,59.95235978883011,76.59084482580177,31.817115466153247,56.54286244754485,113.27731224103036,1,0.0
2203.231767977904,OK,0,protocol2,59.905217324781006,58.80014652038532,1.9550074532091968,59.95235978883011,56.54286244754485,0,1.0
2290.308864757477,OK,1,protocol2,87.07709677957291,68.97822463106134,15.674100784067459,59.905217324781006,59.95235978883011,0,0.0
2393.00351977532,OK,0,protocol2,102.69465501784316,83.2256563740657,21.65315656942402,87.07709677957291,59.905217324781006,0,0.0
2417.487469968703,OK,1,protocol2,24.483950193382952,71.41856733026634,41.389862837062054,102.69465501784316,87.07709677957291,0,0.0
2545.947336975549,OK,1,protocol2,128.45986700684625,85.2128240726908,54.14756346500019,24.483950193382952,102.69465501784316,0,0.0
2566.0324528669744,OK,0,protocol2,20.085115891425176,57.67631103055146,61.339801787183525,128.45986700684625,24.483950193382952,0,0.0
2684.506752647664,OK,1,protocol2,118.47429978068976,89.00642755965373,59.89606238943294,20.085115891425176,128.45986700684625,0,0.0
2759.763977582607,OK,0,protocol2,75.25722493494277,71.2722135356859,49.31549567314552,118.47429978068976,20.085115891425176,0,0.0
2796.9103343468464,OK,1,protocol2,37.1463567642395,76.959293826624,40.69067900276138,75.25722493494277,118.47429978068976,0,0.0
2920.1351871466472,OK,0,protocol2,123.22485279980083,78.54281149966103,43.133202747323644,37.1463567642395,75.25722493494277,0,0.0
2930.788278483654,OK,1,protocol2,10.653091337006572,57.008100300348964,58.855475632516146,123.22485279980083,37.1463567642395,0,0.0
3061.644457982941,OK,1,protocol2,130.856179499287,88.24470787869814,67.30455783201646,10.653091337006572,123.22485279980083,0,0.0
3087.721798855673,OK,0,protocol2,26.077340872732293,55.86220390300863,65.40297508704387,130.856179499287,10.653091337006572,0,0.0
3181.143089666903,OK,1,protocol2,93.42129081122994,83.45160372774974,53.09611333599928,26.077340872732293,130.856179499287,0,0.0
3244.651700440963,OK,0,protocol2,63.50861077405989,61.00241415267404,33.74185330503503,93.42129081122994,26.077340872732293,0,0.0
3284.8764201539275,OK,1,protocol2,40.22471971296454,65.71820709941812,26.66703078885945,63.50861077405989,93.42129081122994,0,0.0
3409.162222553562,OK,0,protocol2,124.28580239963458,76.00637762888634,43.40175155315729,40.22471971296454,63.50861077405989,0,0.0
3409.272856099456,OK,1,protocol2,0.11063354589396113,54.87371855283103,63.37044275702637,124.28580239963458,40.22471971296454,0,0.0
3527.5939532464126,OK,1,protocol2,118.32109714695662,80.90584436416172,70.03423445404452,0.11063354589396113,124.28580239963458,0,0.0
3528.180804267773,OK,0,protocol2,0.5868510213604168,39.67286057140367,68.1117870350213,118.32109714695662,0.11063354589396113,0,0.0
3646.030179730316,OK,1,protocol2,117.84937546254287,78.9191078769533,67.83813439655323,0.5868510213604168,118.32109714695662,0,0.0
3649.47478027281,OK,0,protocol2,3.4446005424942996,40.62694234213253,66.89185164023023,117.84937546254287,0.5868510213604168,0,0.0
3783.985051020112,OK,1,protocol2,134.510270747302,85.26808225077973,71.34919745219294,3.4446005424942996,117.84937546254287,0,0.0
3785.1859680323983,D,0,protocol2,1.2009170122860269,46.38526276736078,76.32674041608524,134.510270747302,3.4446005424942996,1,0.0
3897.595886184516,OK,1,protocol2,112.40991815211783,82.70703530390195,71.44607676725875,1.2009170122860269,134.510270747302,0,1.0
3898.738025954712,OK,0,protocol2,1.1421397701960814,38.250991644866644,64.22352099676534,112.40991815211783,1.2009170122860269,0,0.0
3978.755847884229,OK,1,protocol2,80.01782192951669,64.52329328394353,57.229275200490505,1.1421397701960814,112.40991815211783,0,0.0
4053.689920369048,OK,0,protocol2,74.93407248481935,52.03134472817737,44.14458645231243,80.01782192951669,1.1421397701960814,0,0.0
4091.011898656124,OK,1,protocol2,37.32197828707558,64.09129090047054,23.32183955972093,74.93407248481935,80.01782192951669,0,0.0
4196.549105318265,OK,0,protocol2,105.53720666214122,72.59775247801205,34.16757437902557,37.32197828707558,74.93407248481935,0,0.0
4202.992196704291,OK,1,protocol2,6.443091386026026,49.76742544508094,50.70579638277097,105.53720666214122,37.32197828707558,0,0.0
4314.425864052648,OK,1,protocol2,111.43366734835672,74.47132179884132,58.987898436716115,6.443091386026026,105.53720666214122,0,0.0
4331.696256277031,OK,0,protocol2,17.270392224383613,45.04905031958879,57.74509195077288,111.43366734835672,6.443091386026026,0,0.0
4461.5908845341455,OK,1,protocol2,129.89462825711416,86.1995626099515,60.403846458240146,17.270392224383613,111.43366734835672,0,0.0
4469.709088707201,OK,0,protocol2,8.118204173055346,51.76107488485104,67.82020169878543,129.89462825711416,17.270392224383613,0,0.0
4588.116236778669,OK,1,protocol2,118.40714807146833,85.47332683387928,67.23727985022325,8.118204173055346,129.89462825711416,0,0.0
